PIDN,Ca,P,pH,SOC,Sand
09gt9UK5,-0.439215144515038,-0.0465281809563749,-1.16888031363487,-0.616389471292496,1.53870883584023
0BVvxJ6a,0.75735499560833,-0.0518372543156147,0.4209995822981,0.103699896391481,-1.11404709815979
0KbdgApg,-0.127935703098774,-0.257501543313265,-0.0220577776519349,0.180159457400441,-0.81862108707428
0MnuuduB,-0.163312838971615,-0.149244303256273,-0.116698933765292,0.455389070510864,-0.928678116202354
0PcIsF9z,-0.460887810587883,-0.0980200208257884,-1.18344592452049,0.347175053879619,-0.237205972825177
0ShTFLYJ,-0.401028411090374,-0.238468359410763,-0.899209105968475,-0.718044295907021,0.541833601891994
0XZh9jka,-0.435253700613976,-0.162494321726263,-1.19426698982716,0.399931788630784,-0.808126325905323
0Y7Wegri,-0.287413321435452,1.06115244030952,0.150994356549199,-0.188565411232412,-0.0600966667290777
0dTqplIM,0.110048621241003,0.185058007203042,0.534637904167175,0.459910257160664,-1.06086329221725
0lNiZicC,-0.456365215778351,-0.215184949338436,-1.27739677429199,-0.631481380015612,0.489089873805642
0rGeJ0QN,-0.433548486232758,0.0740980140864849,-0.606499682366848,0.411423635482788,-0.213543103542179
0sXI9ytQ,-0.454235772788525,-0.0383916237216908,-0.188008257001638,-0.697849610447884,1.537807482481
0ukt4aP6,0.787986648082733,0.413313782773912,1.82993841171265,-0.469287043064833,0.142911880207248
1AGspb8f,-0.411325083673,-0.118073649751022,-0.789097805789788,0.270128741674125,-1.03337995707989
1Csy0gvE,-0.424979898333549,-0.0735090522757673,0.10865497617051,-0.604720148444176,0.723673096299171
1Ic2hly1,-0.384455083310604,0.33362383749336,-0.451776243746281,-0.242382051050663,0.519023802876472
1PPbaTwt,-0.372346575558186,0.63316707611084,-0.8447086840868,-0.559784725308418,1.27274520397186
1SO5VJNy,-0.326719665527344,-0.137852420564741,0.0595173472713213,-0.427061554789543,0.527787104249001
1arHxK3Y,0.876001542806625,0.783734709024429,1.69781386256218,0.158532779291272,-0.520868772268295
1fCW4Bba,-0.349625710397959,0.844310393743217,-0.782523080706596,-0.462216541916132,0.783469596505165
1qDZNvIm,-0.434837019443512,-0.12876872010529,0.173103805724531,-0.653074300289154,1.24382213354111
28LYJC2V,-0.387750539183617,-0.16155463270843,-0.964717167615891,0.902069616317749,-0.866010847687721
2CzACvQq,0.610049307346344,0.699413113296032,1.96834407448769,-0.452065442502499,-0.36733628064394
2FT3crfv,-0.233358074724674,-0.028854105155915,0.699398396909237,0.0937269290210679,-0.649080860614777
2Fy2uHVg,-0.432547083497047,0.201900977641344,-0.678689052164555,-0.369823403656483,-0.624493087828159
2MkMEApm,-0.398595567047596,0.23780032673385,-0.586364080011845,-0.646548056602478,1.27872439026833
2NDGWEOe,0.901384964585304,0.348574020899832,1.85398206114769,-0.62882587313652,-0.32234773193486
2NyyCiqn,-0.332453882694244,-0.123438570648432,0.0580432254006155,-0.427382603287697,0.561532329022884
2QRzIb84,0.283217210322618,1.26897047162056,1.97052637934685,-0.50970124155283,0.445433075726032
2QcbdrUZ,-0.413680897653103,0.117779359431006,-0.233686182461679,-0.37286338955164,0.6744764149189
2YgAimWK,-0.372381180524826,0.162210854468867,-0.461047787964344,-0.568812802433968,1.01585623025894
2cx85d9H,0.0256075775250793,-0.223414958268404,-0.187028366385493,0.349315447360277,-0.987550657987595
2homMXMV,-0.437793037295341,0.0210543951485306,-1.13794167041779,0.281572754122317,0.673236504197121
2ldLrUtq,-0.389712347090244,-0.108199394587427,0.276506596058607,-0.398036551475525,0.0525879035703838
2nsACW6G,-0.392314697802067,-0.194880941696465,-1.35316352248192,1.40987417399883,-1.06802612543106
2yMbVnWc,-0.413666707277298,0.112208628817461,-1.24786859154701,2.31193222403526,0.884806999564171
36r8sgGQ,-0.401339283585548,-0.215768030658364,-0.176169334817678,-0.658391627669334,0.668970483541489
3NXAXCl3,-0.465400455892086,-0.24833484403789,-1.24683274030685,0.289329325780272,-0.928918868303299
3QG0z6fl,-0.423414395749569,0.267814029101282,-1.28298283815384,-0.539510840177536,1.31649324297905
3WS8R9qm,-0.41231298558414,-0.0652665920322761,-1.15906414985657,1.61649375334382,-0.848010000213981
3fRLm8f5,-0.315366268157959,-0.191218467056751,-0.241753881052136,0.272830793261528,0.276207409799099
3mZhp1nQ,-0.458756923675537,-0.17454502414912,-0.109601972252131,-0.55076335221529,0.87962184548378
3pikJXRL,-0.473172292113304,-0.120160510763526,-1.27623311281204,0.513278167508542,-0.927521076798439
3pxOEGHL,-0.426233763992786,-0.231656121555716,-0.663872036337853,-0.646083402633667,0.794036662578583
3ttdV3f5,-0.40789543017745,1.52013384997845,-0.299815379828215,-0.0271476873196661,-0.516093873977661
3v4X6Mfe,1.55285846590996,-0.0825961973518133,1.8940372467041,-0.462056605517864,0.247992850095034
3wORuPiv,-0.403547886013985,-0.157831085287035,-0.766963142156601,-0.0589424927951768,-0.6279012799263
43EfrxZj,-0.0285440299659967,0.387513909861445,-0.374699506163597,0.072097823236254,-0.273060836270452
457Vwm21,0.0335122415213846,0.289758121781051,0.197188263945281,0.520263290405273,-0.868953654170036
46KNnOdx,-0.455008806288242,-0.037155947368592,-0.898023369908333,-0.0117259518709034,-0.396878306567669
47TwNsVC,-0.349537544324994,-0.247696387767792,-1.32617383599281,1.42553072720766,-1.03113872408867
49856RpO,-0.396801586449146,-0.25514635629952,-0.528133720159531,-0.356030347198248,-0.844448933005333
4Ane1o2N,-0.398066274821758,-0.136513412930071,-0.283703976124525,-0.420102059841156,0.205692539084703
4AyVUgSc,-0.43218370527029,-0.185854687262326,-0.759032441675663,-0.597620755434036,0.337733226269484
